  1.8000000e+001  1.9000000e+001  1.6790423e+000
  2.8000000e+001  5.1000000e+001  2.2540897e+000
  7.0000000e+001  9.3000000e+001  2.3130995e+000
  4.2000000e+001  8.1000000e+001  1.2367396e+000
  5.6000000e+001  2.1000000e+001  1.6810883e+000
  4.2000000e+001  4.2000000e+001  2.5067051e+000
  6.1000000e+001  8.4000000e+001  2.7967644e+000
  7.9000000e+001  3.6000000e+001  1.2773347e+000
  9.5000000e+001  9.3000000e+001  1.3206394e+000
  3.2000000e+001  8.8000000e+001  2.1939384e+000
  8.1000000e+001  3.4000000e+001  2.6945134e+000
  8.0000000e+001  8.3000000e+001  1.8995757e+000
  5.1000000e+001  4.4000000e+001  1.0962107e+000
  0.0000000e+000  6.0000000e+001  1.6975965e+000
  2.9000000e+001  2.0000000e+000  1.2402993e+000
  6.6000000e+001  9.9000000e+001  1.4540901e+000
  7.2000000e+001  9.1000000e+001  2.2822747e+000
  3.4000000e+001  5.4000000e+001  2.2273192e+000
  7.9000000e+001  8.4000000e+001  1.9904285e+000
  3.7000000e+001  8.7000000e+001  2.3165321e+000
  8.0000000e+001  5.1000000e+001  2.1006791e+000
  4.0000000e+001  8.4000000e+001  2.8072318e+000
  4.8000000e+001  7.0000000e+001  2.7108842e+000
  4.6000000e+001  3.8000000e+001  2.1859118e+000
  3.4000000e+001  7.4000000e+001  1.4841873e+000
  5.2000000e+001  1.2000000e+001  2.7490958e+000
  2.3000000e+001  3.5000000e+001  2.2249969e+000
  7.5000000e+001  5.9000000e+001  1.6095748e+000
  6.6000000e+001  8.0000000e+000  2.4043254e+000
  2.0000000e+000  3.4000000e+001  2.6725101e+000
  4.7000000e+001  9.5000000e+001  1.5604248e+000
  6.8000000e+001  8.1000000e+001  1.5096174e+000
  9.8000000e+001  5.3000000e+001  2.3631518e+000
  6.8000000e+001  2.2000000e+001  2.2312274e+000
  7.9000000e+001  5.0000000e+001  2.2390382e+000
  3.4000000e+001  9.7000000e+001  2.5554995e+000
  5.6000000e+001  4.4000000e+001  1.5629365e+000
  7.2000000e+001  1.0000000e+001  2.6628993e+000
  5.9000000e+001  7.7000000e+001  2.6477432e+000
  6.0000000e+001  8.5000000e+001  2.3511654e+000
  3.6000000e+001  5.3000000e+001  1.3512015e+000
  4.4000000e+001  6.6000000e+001  1.5894773e+000
  7.4000000e+001  7.0000000e+000  2.6622637e+000
  2.2000000e+001  5.8000000e+001  1.0904555e+000
  4.6000000e+001  3.1000000e+001  2.5460030e+000
  5.1000000e+001  2.1000000e+001  2.9442282e+000
  7.8000000e+001  1.6000000e+001  2.7046252e+000
  4.3000000e+001  7.2000000e+001  2.3270004e+000
  4.5000000e+001  3.4000000e+001  1.9278185e+000
  2.5000000e+001  6.2000000e+001  2.4061809e+000
  8.1000000e+001  1.2000000e+001  1.6116046e+000
  6.7000000e+001  4.9000000e+001  2.9748950e+000
  2.0000000e+001  8.0000000e+001  1.8483496e+000
  6.3000000e+001  1.2000000e+001  1.8137949e+000
  8.2000000e+001  4.6000000e+001  1.5542087e+000
  2.9000000e+001  3.0000000e+000  2.3467007e+000
  6.6000000e+001  7.2000000e+001  2.0483111e+000
  4.9000000e+001  4.8000000e+001  2.5967422e+000
  6.6000000e+001  4.0000000e+001  1.6965939e+000
  7.6000000e+001  2.0000000e+000  2.2414279e+000
  4.9000000e+001  3.3000000e+001  2.3151727e+000
  5.8000000e+001  8.3000000e+001  2.9153489e+000
  9.8000000e+001  7.4000000e+001  1.7226524e+000
  3.5000000e+001  7.5000000e+001  1.9395972e+000
  9.7000000e+001  8.2000000e+001  2.1339373e+000
  4.7000000e+001  7.8000000e+001  1.9238478e+000
  3.6000000e+001  8.5000000e+001  1.0875468e+000
  3.5000000e+001  9.6000000e+001  2.5335194e+000
  5.2000000e+001  3.8000000e+001  1.0350050e+000
  9.0000000e+000  6.6000000e+001  2.7646295e+000
  3.0000000e+001  7.8000000e+001  2.8212602e+000
  7.8000000e+001  0.0000000e+000  1.3520342e+000
  5.0000000e+001  9.0000000e+000  1.4505838e+000
  5.7000000e+001  5.2000000e+001  2.5598265e+000
  1.9000000e+001  8.0000000e+001  1.1315253e+000
  6.5000000e+001  7.1000000e+001  1.2666361e+000
