  8.0000000e+000  2.4000000e+001  1.0000000e+000
  1.0000000e+001  1.8000000e+001  2.0000000e+000
  9.0000000e+000  1.7000000e+001  3.0000000e+000
  2.1000000e+001  1.4000000e+001  1.0000000e+000
  1.7000000e+001  2.7000000e+001  1.0000000e+000
  1.5000000e+001  8.0000000e+000  3.0000000e+000
  1.0000000e+001  3.0000000e+000  2.0000000e+000
  1.4000000e+001  2.0000000e+001  3.0000000e+000
  1.8000000e+001  2.0000000e+001  3.0000000e+000
  5.0000000e+000  3.0000000e+001  2.0000000e+000
