  5.0000000e+000  1.8000000e+001  2.0000000e+000
  2.2000000e+001  1.8000000e+001  1.0000000e+000
  4.0000000e+000  3.0000000e+000  1.0000000e+000
  1.5000000e+001  2.0000000e+001  1.0000000e+000
  4.0000000e+000  1.2000000e+001  2.0000000e+000
  9.0000000e+000  2.3000000e+001  1.0000000e+000
  1.5000000e+001  2.7000000e+001  1.0000000e+000
  1.1000000e+001  2.0000000e+000  1.0000000e+000
  1.4000000e+001  2.0000000e+001  3.0000000e+000
  1.8000000e+001  3.0000000e+001  2.0000000e+000
