  7.0000000e+000  1.4000000e+001  3.0000000e+000
  1.0000000e+001  6.0000000e+000  3.0000000e+000
  2.0000000e+001  6.0000000e+000  1.0000000e+000
  1.7000000e+001  1.5000000e+001  3.0000000e+000
  1.4000000e+001  2.7000000e+001  2.0000000e+000
  1.3000000e+001  6.0000000e+000  1.0000000e+000
  2.0000000e+001  1.5000000e+001  1.0000000e+000
  2.2000000e+001  1.7000000e+001  1.0000000e+000
  1.0000000e+001  6.0000000e+000  1.0000000e+000
  1.4000000e+001  1.5000000e+001  2.0000000e+000
